,Hours,DK1,DK2,DK
25/03/2018,14 - 15,2257,1637,3894
25/03/2018,15 - 16,2239,1621,3860
25/03/2018,16 - 17,2264,1645,3909
25/03/2018,17 - 18,2438,1749,4187
25/03/2018,18 - 19,2467,1781,4248
25/03/2018,19 - 20,2388,1777,4165
25/03/2018,20 - 21,2362,1719,4081
25/03/2018,21 - 22,2250,1614,3864
25/03/2018,22 - 23,2133,1483,3616
25/03/2018,23 - 00,1998,1366,3364
26/03/2018,00 - 01,1916,1267,3183
26/03/2018,01 - 02,1864,1206,3070
26/03/2018,02 - 03,1867,1193,3060
26/03/2018,03 - 04,1889,1199,3088
26/03/2018,04 - 05,1930,1223,3153
26/03/2018,05 - 06,2063,1296,3359
26/03/2018,06 - 07,2383,1507,3890
26/03/2018,07 - 08,2706,1704,4410
26/03/2018,08 - 09,2894,1843,4737
26/03/2018,09 - 10,2904,1921,4825
26/03/2018,10 - 11,2933,1951,4884
26/03/2018,11 - 12,2871,1936,4807
26/03/2018,12 - 13,2804,1910,4714
26/03/2018,13 - 14,2822,1901,4723
26/03/2018,14 - 15,2754,1862,4616
26/03/2018,15 - 16,2622,1826,4448
26/03/2018,16 - 17,2564,1821,4385
26/03/2018,17 - 18,2740,1907,4647
26/03/2018,18 - 19,2736,1913,4649
26/03/2018,19 - 20,2656,1852,4508
26/03/2018,20 - 21,2623,1800,4423
26/03/2018,21 - 22,2496,1697,4193
26/03/2018,22 - 23,2333,1556,3889
26/03/2018,23 - 00,2145,1429,3574
27/03/2018,00 - 01,2017,1334,3351
27/03/2018,01 - 02,1964,1289,3253
27/03/2018,02 - 03,1945,1265,3210
27/03/2018,03 - 04,1972,1273,3245
27/03/2018,04 - 05,2013,1296,3309
27/03/2018,05 - 06,2135,1370,3505
27/03/2018,06 - 07,2411,1537,3948
27/03/2018,07 - 08,2691,1715,4406
27/03/2018,08 - 09,2854,1837,4691
27/03/2018,09 - 10,2923,1941,4864
27/03/2018,10 - 11,2949,1986,4935
27/03/2018,11 - 12,2961,2020,4981
27/03/2018,12 - 13,2883,1994,4877
27/03/2018,13 - 14,2908,1976,4884
27/03/2018,14 - 15,2874,1941,4815
27/03/2018,15 - 16,2775,1911,4686
27/03/2018,16 - 17,2748,1914,4662
27/03/2018,17 - 18,2846,1988,4834
27/03/2018,18 - 19,2813,1989,4802
27/03/2018,19 - 20,2714,1928,4642
27/03/2018,20 - 21,2663,1863,4526
27/03/2018,21 - 22,2544,1738,4282
27/03/2018,22 - 23,2410,1590,4000
27/03/2018,23 - 00,2249,1445,3694
28/03/2018,00 - 01,2139,1355,3494
28/03/2018,01 - 02,2050,1294,3344
28/03/2018,02 - 03,2058,1271,3329
28/03/2018,03 - 04,2087,1290,3377
28/03/2018,04 - 05,2113,1317,3430
28/03/2018,05 - 06,2242,1402,3644
28/03/2018,06 - 07,2506,1566,4072
28/03/2018,07 - 08,2817,1714,4531
28/03/2018,08 - 09,2980,1827,4807
28/03/2018,09 - 10,3055,1868,4923
28/03/2018,10 - 11,3103,1965,5068
28/03/2018,11 - 12,3081,1971,5052
28/03/2018,12 - 13,3011,1947,4958
28/03/2018,13 - 14,2992,1924,4916
28/03/2018,14 - 15,2923,1855,4778
28/03/2018,15 - 16,2823,1804,4627
28/03/2018,16 - 17,2790,1811,4601
28/03/2018,17 - 18,2873,1870,4743
28/03/2018,18 - 19,2859,1872,4731
28/03/2018,19 - 20,2788,1841,4629
28/03/2018,20 - 21,2732,1819,4551
28/03/2018,21 - 22,2627,1736,4363
28/03/2018,22 - 23,2458,1602,4060
28/03/2018,23 - 00,2320,1487,3807
29/03/2018,00 - 01,2165,1360,3525
29/03/2018,01 - 02,2082,1291,3373
29/03/2018,02 - 03,2013,1275,3288
29/03/2018,03 - 04,2029,1265,3294
29/03/2018,04 - 05,2012,1260,3272
29/03/2018,05 - 06,2059,1298,3357
29/03/2018,06 - 07,2144,1362,3506
29/03/2018,07 - 08,2235,1452,3687
29/03/2018,08 - 09,2378,1582,3960
29/03/2018,09 - 10,2483,1701,4184
29/03/2018,10 - 11,2558,1775,4333
29/03/2018,11 - 12,2535,1790,4325
29/03/2018,12 - 13,2468,1781,4249
29/03/2018,13 - 14,2396,1765,4161
29/03/2018,14 - 15,2353,1715,4068
29/03/2018,15 - 16,2323,1695,4018
29/03/2018,16 - 17,2318,1716,4034
29/03/2018,17 - 18,2473,1784,4257
29/03/2018,18 - 19,2493,1817,4310
29/03/2018,19 - 20,2417,1773,4190
29/03/2018,20 - 21,2408,1753,4161
29/03/2018,21 - 22,2292,1659,3951
29/03/2018,22 - 23,2181,1566,3747
29/03/2018,23 - 00,2031,1477,3508
30/03/2018,00 - 01,1948,1409,3357
30/03/2018,01 - 02,1902,1353,3255
30/03/2018,02 - 03,1900,1323,3223
30/03/2018,03 - 04,1913,1315,3228
30/03/2018,04 - 05,1942,1323,3265
30/03/2018,05 - 06,1991,1369,3360
30/03/2018,06 - 07,2074,1435,3509
30/03/2018,07 - 08,2158,1527,3685
30/03/2018,08 - 09,2268,1638,3906
30/03/2018,09 - 10,2318,1722,4040
30/03/2018,10 - 11,2337,1758,4095
30/03/2018,11 - 12,2292,1747,4039
30/03/2018,12 - 13,2221,1703,3924
30/03/2018,13 - 14,2154,1638,3792
30/03/2018,14 - 15,2109,1600,3709
30/03/2018,15 - 16,2037,1566,3603
30/03/2018,16 - 17,2082,1585,3667
30/03/2018,17 - 18,2235,1641,3876
30/03/2018,18 - 19,2283,1679,3962
30/03/2018,19 - 20,2245,1669,3914
30/03/2018,20 - 21,2262,1686,3948
30/03/2018,21 - 22,2188,1625,3813
30/03/2018,22 - 23,2056,1530,3586
30/03/2018,23 - 00,1948,1443,3391
31/03/2018,00 - 01,1877,1364,3241
31/03/2018,01 - 02,1817,1316,3133
31/03/2018,02 - 03,1789,1290,3079
31/03/2018,03 - 04,1782,1275,3057
31/03/2018,04 - 05,1807,1275,3082
31/03/2018,05 - 06,1865,1304,3169
31/03/2018,06 - 07,1954,1357,3311
31/03/2018,07 - 08,2114,1434,3548
31/03/2018,08 - 09,2289,1563,3852
31/03/2018,09 - 10,2362,1670,4032
31/03/2018,10 - 11,2299,1702,4001
31/03/2018,11 - 12,2248,1688,3936
31/03/2018,12 - 13,2209,1672,3881
31/03/2018,13 - 14,2165,1640,3805
31/03/2018,14 - 15,2135,1615,3750
31/03/2018,15 - 16,2118,1595,3713
31/03/2018,16 - 17,2163,1616,3779
31/03/2018,17 - 18,2334,1685,4019
31/03/2018,18 - 19,2355,1724,4079
31/03/2018,19 - 20,2263,1713,3976
31/03/2018,20 - 21,2258,1682,3940
31/03/2018,21 - 22,2177,1596,3773
31/03/2018,22 - 23,2092,1505,3597
31/03/2018,23 - 00,1987,1405,3392
01/04/2018,00 - 01,1880,1304,3184
01/04/2018,01 - 02,1829,1249,3078
01/04/2018,02 - 03,1802,1213,3015
01/04/2018,03 - 04,1821,1198,3019
01/04/2018,04 - 05,1834,1196,3030
01/04/2018,05 - 06,1867,1211,3078
01/04/2018,06 - 07,1915,1237,3152
01/04/2018,07 - 08,2006,1297,3303
01/04/2018,08 - 09,2159,1433,3592
01/04/2018,09 - 10,2202,1548,3750
01/04/2018,10 - 11,2191,1630,3821
01/04/2018,11 - 12,2181,1657,3838
01/04/2018,12 - 13,2127,1629,3756
01/04/2018,13 - 14,2057,1555,3612
01/04/2018,14 - 15,2015,1519,3534
01/04/2018,15 - 16,2024,1502,3526
01/04/2018,16 - 17,2017,1532,3549
01/04/2018,17 - 18,2166,1615,3781
01/04/2018,18 - 19,2205,1647,3852
01/04/2018,19 - 20,2138,1640,3778
01/04/2018,20 - 21,2164,1653,3817
01/04/2018,21 - 22,2114,1591,3705
01/04/2018,22 - 23,2019,1510,3529
01/04/2018,23 - 00,1900,1439,3339
02/04/2018,00 - 01,1788,1334,3122
02/04/2018,01 - 02,1742,1276,3018
02/04/2018,02 - 03,1730,1249,2979
02/04/2018,03 - 04,1755,1249,3004
02/04/2018,04 - 05,1791,1253,3044
02/04/2018,05 - 06,1860,1289,3149
02/04/2018,06 - 07,1919,1355,3274
02/04/2018,07 - 08,2028,1446,3474
02/04/2018,08 - 09,2175,1548,3723
02/04/2018,09 - 10,2244,1605,3849
02/04/2018,10 - 11,2173,1632,3805
02/04/2018,11 - 12,2174,1607,3781
02/04/2018,12 - 13,2110,1548,3658
02/04/2018,13 - 14,2055,1492,3547
02/04/2018,14 - 15,2031,1451,3482
02/04/2018,15 - 16,2025,1434,3459
02/04/2018,16 - 17,2096,1476,3572
02/04/2018,17 - 18,2291,1623,3914
02/04/2018,18 - 19,2309,1669,3978
02/04/2018,19 - 20,2310,1660,3970
02/04/2018,20 - 21,2306,1671,3977
02/04/2018,21 - 22,2139,1582,3721
02/04/2018,22 - 23,1970,1451,3421
02/04/2018,23 - 00,1883,1338,3221
03/04/2018,00 - 01,1822,1260,3082
03/04/2018,01 - 02,1797,1202,2999
03/04/2018,02 - 03,1778,1180,2958
03/04/2018,03 - 04,1815,1176,2991
03/04/2018,04 - 05,1859,1210,3069
03/04/2018,05 - 06,2018,1282,3300
03/04/2018,06 - 07,2371,1534,3905
03/04/2018,07 - 08,2759,1786,4545
03/04/2018,08 - 09,2924,1908,4832
03/04/2018,09 - 10,2949,1956,4905
03/04/2018,10 - 11,3037,1993,5030
03/04/2018,11 - 12,3012,1984,4996
03/04/2018,12 - 13,2909,1948,4857
03/04/2018,13 - 14,2911,1925,4836
03/04/2018,14 - 15,2868,1896,4764
03/04/2018,15 - 16,2767,1865,4632
03/04/2018,16 - 17,2724,1866,4590
03/04/2018,17 - 18,2865,1965,4830
03/04/2018,18 - 19,2775,1951,4726
03/04/2018,19 - 20,2641,1865,4506
03/04/2018,20 - 21,2535,1792,4327
03/04/2018,21 - 22,2404,1661,4065
03/04/2018,22 - 23,2241,1495,3736
03/04/2018,23 - 00,2073,1354,3427
04/04/2018,00 - 01,1966,1241,3207
04/04/2018,01 - 02,1882,1184,3066
04/04/2018,02 - 03,1900,1165,3065
04/04/2018,03 - 04,1924,1154,3078
04/04/2018,04 - 05,1969,1175,3144
04/04/2018,05 - 06,2097,1276,3373
04/04/2018,06 - 07,2409,1493,3902
04/04/2018,07 - 08,2702,1700,4402
04/04/2018,08 - 09,2834,1780,4614
04/04/2018,09 - 10,2772,1778,4550
04/04/2018,10 - 11,2734,1728,4462
04/04/2018,11 - 12,2695,1609,4304
04/04/2018,12 - 13,2663,1658,4321
04/04/2018,13 - 14,2701,1674,4375
04/04/2018,14 - 15,2655,1681,4336
04/04/2018,15 - 16,2544,1685,4229
04/04/2018,16 - 17,2537,1682,4219
04/04/2018,17 - 18,2695,1785,4480
04/04/2018,18 - 19,2624,1796,4420
04/04/2018,19 - 20,2504,1733,4237
04/04/2018,20 - 21,2452,1716,4168
04/04/2018,21 - 22,2344,1580,3924
04/04/2018,22 - 23,2176,1417,3593
04/04/2018,23 - 00,2051,1279,3330
05/04/2018,00 - 01,1954,1155,3109
05/04/2018,01 - 02,1917,1089,3006
05/04/2018,02 - 03,1890,1093,2983
05/04/2018,03 - 04,1871,1095,2966
05/04/2018,04 - 05,1916,1109,3025
05/04/2018,05 - 06,2039,1222,3261
05/04/2018,06 - 07,2359,1442,3801
05/04/2018,07 - 08,2694,1677,4371
05/04/2018,08 - 09,2791,1790,4581
05/04/2018,09 - 10,2814,1841,4655
05/04/2018,10 - 11,2848,1872,4720
05/04/2018,11 - 12,2832,1852,4684
05/04/2018,12 - 13,2779,1833,4612
05/04/2018,13 - 14,2813,1810,4623
05/04/2018,14 - 15,2828,1756,4584
05/04/2018,15 - 16,2807,1690,4497
05/04/2018,16 - 17,2767,1720,4487
05/04/2018,17 - 18,2789,1831,4620
05/04/2018,18 - 19,2704,1832,4536
05/04/2018,19 - 20,2552,1732,4284
05/04/2018,20 - 21,2516,1694,4210
05/04/2018,21 - 22,2465,1588,4053
05/04/2018,22 - 23,2298,1443,3741
05/04/2018,23 - 00,2118,1320,3438
06/04/2018,00 - 01,2032,1238,3270
06/04/2018,01 - 02,1997,1189,3186
06/04/2018,02 - 03,1959,1157,3116
06/04/2018,03 - 04,1969,1161,3130
06/04/2018,04 - 05,2007,1182,3189
06/04/2018,05 - 06,2169,1293,3462
06/04/2018,06 - 07,2465,1494,3959
06/04/2018,07 - 08,2776,1720,4496
06/04/2018,08 - 09,2830,1808,4638
06/04/2018,09 - 10,2799,1801,4600
06/04/2018,10 - 11,2803,1809,4612
06/04/2018,11 - 12,2778,1774,4552
06/04/2018,12 - 13,2698,1733,4431
06/04/2018,13 - 14,2582,1708,4290
06/04/2018,14 - 15,2439,1671,4110
06/04/2018,15 - 16,2339,1625,3964
06/04/2018,16 - 17,2323,1638,3961
06/04/2018,17 - 18,2469,1722,4191
06/04/2018,18 - 19,2457,1745,4202
06/04/2018,19 - 20,2311,1678,3989
06/04/2018,20 - 21,2253,1655,3908
06/04/2018,21 - 22,2177,1576,3753
06/04/2018,22 - 23,2071,1485,3556
06/04/2018,23 - 00,1948,1370,3318
07/04/2018,00 - 01,1815,1267,3082
07/04/2018,01 - 02,1748,1188,2936
07/04/2018,02 - 03,1724,1147,2871
07/04/2018,03 - 04,1704,1145,2849
07/04/2018,04 - 05,1749,1151,2900
07/04/2018,05 - 06,1808,1174,2982
07/04/2018,06 - 07,1947,1212,3159
07/04/2018,07 - 08,2047,1321,3368
07/04/2018,08 - 09,2246,1488,3734
07/04/2018,09 - 10,2321,1574,3895
07/04/2018,10 - 11,2322,1591,3913
07/04/2018,11 - 12,2276,1559,3835
07/04/2018,12 - 13,2245,1539,3784
07/04/2018,13 - 14,2139,1514,3653
07/04/2018,14 - 15,2097,1483,3580
07/04/2018,15 - 16,2072,1471,3543
07/04/2018,16 - 17,2125,1503,3628
07/04/2018,17 - 18,2266,1614,3880
07/04/2018,18 - 19,2261,1647,3908
07/04/2018,19 - 20,2108,1576,3684
07/04/2018,20 - 21,2069,1557,3626
07/04/2018,21 - 22,2038,1489,3527
07/04/2018,22 - 23,1922,1386,3308
07/04/2018,23 - 00,1820,1291,3111
08/04/2018,00 - 01,1750,1205,2955
08/04/2018,01 - 02,1700,1141,2841
08/04/2018,02 - 03,1653,1113,2766
08/04/2018,03 - 04,1642,1098,2740
08/04/2018,04 - 05,1658,1104,2762
08/04/2018,05 - 06,1706,1134,2840
08/04/2018,06 - 07,1771,1162,2933
08/04/2018,07 - 08,1891,1266,3157
08/04/2018,08 - 09,2015,1390,3405
08/04/2018,09 - 10,2084,1480,3564
08/04/2018,10 - 11,2117,1518,3635
08/04/2018,11 - 12,2090,1519,3609
08/04/2018,12 - 13,2032,1487,3519
08/04/2018,13 - 14,2001,1453,3454
08/04/2018,14 - 15,1977,1418,3395
08/04/2018,15 - 16,1970,1395,3365
08/04/2018,16 - 17,2012,1422,3434
08/04/2018,17 - 18,2190,1533,3723
08/04/2018,18 - 19,2219,1568,3787
08/04/2018,19 - 20,2155,1524,3679
08/04/2018,20 - 21,2162,1522,3684
08/04/2018,21 - 22,2080,1448,3528
08/04/2018,22 - 23,1926,1305,3231
08/04/2018,23 - 00,1809,1184,2993
09/04/2018,00 - 01,1761,1125,2886
09/04/2018,01 - 02,1731,1077,2808
09/04/2018,02 - 03,1701,1056,2757
09/04/2018,03 - 04,1712,1059,2771
09/04/2018,04 - 05,1745,1089,2834
09/04/2018,05 - 06,1906,1196,3102
09/04/2018,06 - 07,2268,1385,3653
09/04/2018,07 - 08,2648,1590,4238
09/04/2018,08 - 09,2760,1703,4463
09/04/2018,09 - 10,2765,1750,4515
09/04/2018,10 - 11,2796,1797,4593
09/04/2018,11 - 12,2766,1744,4510
09/04/2018,12 - 13,2685,1710,4395
09/04/2018,13 - 14,2686,1694,4380
09/04/2018,14 - 15,2609,1691,4300
09/04/2018,15 - 16,2480,1650,4130
09/04/2018,16 - 17,2462,1640,4102
09/04/2018,17 - 18,2647,1739,4386
09/04/2018,18 - 19,2592,1713,4305
09/04/2018,19 - 20,2476,1646,4122
09/04/2018,20 - 21,2404,1630,4034
09/04/2018,21 - 22,2276,1541,3817
09/04/2018,22 - 23,2114,1395,3509
09/04/2018,23 - 00,1936,1265,3201
10/04/2018,00 - 01,1835,1176,3011
10/04/2018,01 - 02,1853,1133,2986
10/04/2018,02 - 03,1806,1107,2913
10/04/2018,03 - 04,1829,1108,2937
10/04/2018,04 - 05,1875,1142,3017
10/04/2018,05 - 06,2009,1235,3244
10/04/2018,06 - 07,2392,1453,3845
10/04/2018,07 - 08,2736,1668,4404
10/04/2018,08 - 09,2375,1597,3972
10/04/2018,09 - 10,2428,1760,4188
10/04/2018,10 - 11,2473,1764,4237
10/04/2018,11 - 12,2502,1753,4255
10/04/2018,12 - 13,2478,1728,4206
10/04/2018,13 - 14,2537,1704,4241
10/04/2018,14 - 15,2308,1670,3978
10/04/2018,15 - 16,2173,1628,3801
10/04/2018,16 - 17,2425,1645,4070
10/04/2018,17 - 18,2762,1745,4507
10/04/2018,18 - 19,2699,1714,4413
10/04/2018,19 - 20,2523,1631,4154
10/04/2018,20 - 21,2504,1619,4123
10/04/2018,21 - 22,2485,1545,4030
10/04/2018,22 - 23,2253,1408,3661
10/04/2018,23 - 00,2045,1287,3332
11/04/2018,00 - 01,1927,1194,3121
11/04/2018,01 - 02,1901,1165,3066
11/04/2018,02 - 03,1912,1141,3053
11/04/2018,03 - 04,1911,1145,3056
11/04/2018,04 - 05,1930,1190,3120
11/04/2018,05 - 06,2054,1311,3365
11/04/2018,06 - 07,2409,1517,3926
11/04/2018,07 - 08,2723,1734,4457
11/04/2018,08 - 09,2818,1789,4607
11/04/2018,09 - 10,2815,1799,4614
11/04/2018,10 - 11,2813,1814,4627
11/04/2018,11 - 12,2803,1786,4589
11/04/2018,12 - 13,2718,1746,4464
11/04/2018,13 - 14,2776,1735,4511
11/04/2018,14 - 15,2723,1676,4399
11/04/2018,15 - 16,2612,1637,4249
11/04/2018,16 - 17,2572,1624,4196
11/04/2018,17 - 18,2640,1711,4351
11/04/2018,18 - 19,2576,1708,4284
11/04/2018,19 - 20,2429,1625,4054
11/04/2018,20 - 21,2358,1618,3976
11/04/2018,21 - 22,2306,1562,3868
11/04/2018,22 - 23,2155,1401,3556
11/04/2018,23 - 00,1968,1264,3232
12/04/2018,00 - 01,1873,1170,3043
12/04/2018,01 - 02,1840,1127,2967
12/04/2018,02 - 03,1824,1109,2933
12/04/2018,03 - 04,1838,1123,2961
12/04/2018,04 - 05,1897,1150,3047
12/04/2018,05 - 06,2061,1246,3307
12/04/2018,06 - 07,2372,1467,3839
12/04/2018,07 - 08,2748,1688,4436
12/04/2018,08 - 09,2807,1765,4572
12/04/2018,09 - 10,2789,1769,4558
12/04/2018,10 - 11,2824,1716,4540
12/04/2018,11 - 12,2812,1694,4506
12/04/2018,12 - 13,2738,1661,4399
12/04/2018,13 - 14,2780,1647,4427
12/04/2018,14 - 15,2672,1636,4308
12/04/2018,15 - 16,2515,1594,4109
12/04/2018,16 - 17,2474,1593,4067
12/04/2018,17 - 18,2597,1683,4280
12/04/2018,18 - 19,2566,1667,4233
12/04/2018,19 - 20,2454,1610,4064
12/04/2018,20 - 21,2445,1573,4018
12/04/2018,21 - 22,2330,1482,3812
12/04/2018,22 - 23,2156,1338,3494
12/04/2018,23 - 00,2021,1209,3230
13/04/2018,00 - 01,1920,1122,3042
13/04/2018,01 - 02,1883,1070,2953
13/04/2018,02 - 03,1837,1047,2884
13/04/2018,03 - 04,1814,1050,2864
13/04/2018,04 - 05,1862,1087,2949
13/04/2018,05 - 06,2023,1182,3205
13/04/2018,06 - 07,2324,1369,3693
13/04/2018,07 - 08,2647,1595,4242
13/04/2018,08 - 09,2744,1688,4432
13/04/2018,09 - 10,2738,1724,4462
13/04/2018,10 - 11,2739,1716,4455
13/04/2018,11 - 12,2719,1694,4413
13/04/2018,12 - 13,2578,1659,4237
13/04/2018,13 - 14,2512,1634,4146
13/04/2018,14 - 15,2381,1580,3961
13/04/2018,15 - 16,2304,1540,3844
13/04/2018,16 - 17,2292,1534,3826
13/04/2018,17 - 18,2419,1624,4043
13/04/2018,18 - 19,2399,1598,3997
13/04/2018,19 - 20,2246,1521,3767
13/04/2018,20 - 21,2188,1490,3678
13/04/2018,21 - 22,2128,1424,3552
13/04/2018,22 - 23,1989,1298,3287
13/04/2018,23 - 00,1871,1211,3082
14/04/2018,00 - 01,1762,1161,2923
14/04/2018,01 - 02,1691,1103,2794
14/04/2018,02 - 03,1690,1059,2749
14/04/2018,03 - 04,1681,1025,2706
14/04/2018,04 - 05,1689,1039,2728
14/04/2018,05 - 06,1731,1084,2815
14/04/2018,06 - 07,1800,1110,2910
14/04/2018,07 - 08,1985,1256,3241
14/04/2018,08 - 09,2108,1400,3508
14/04/2018,09 - 10,2178,1503,3681
14/04/2018,10 - 11,2216,1549,3765
14/04/2018,11 - 12,2181,1542,3723
14/04/2018,12 - 13,2120,1524,3644
14/04/2018,13 - 14,2119,1514,3633
14/04/2018,14 - 15,2116,1505,3621
14/04/2018,15 - 16,2083,1494,3577
14/04/2018,16 - 17,2114,1553,3667
14/04/2018,17 - 18,2289,1667,3956
14/04/2018,18 - 19,2277,1663,3940
14/04/2018,19 - 20,2141,1596,3737
14/04/2018,20 - 21,2061,1543,3604
14/04/2018,21 - 22,1998,1461,3459
14/04/2018,22 - 23,1875,1382,3257
14/04/2018,23 - 00,1748,1274,3022
15/04/2018,00 - 01,1643,1179,2822
15/04/2018,01 - 02,1588,1126,2714
15/04/2018,02 - 03,1576,1097,2673
15/04/2018,03 - 04,1575,1087,2662
15/04/2018,04 - 05,1589,1085,2674
15/04/2018,05 - 06,1640,1123,2763
15/04/2018,06 - 07,1726,1151,2877
15/04/2018,07 - 08,1873,1271,3144
15/04/2018,08 - 09,2031,1423,3454
15/04/2018,09 - 10,2126,1535,3661
15/04/2018,10 - 11,2136,1590,3726
15/04/2018,11 - 12,2126,1608,3734
15/04/2018,12 - 13,2099,1595,3694
15/04/2018,13 - 14,2100,1589,3689
15/04/2018,14 - 15,2088,1572,3660
15/04/2018,15 - 16,2091,1561,3652
15/04/2018,16 - 17,2137,1596,3733
15/04/2018,17 - 18,2333,1702,4035
15/04/2018,18 - 19,2326,1703,4029
15/04/2018,19 - 20,2215,1621,3836
15/04/2018,20 - 21,2155,1595,3750
15/04/2018,21 - 22,2066,1516,3582
15/04/2018,22 - 23,1925,1377,3302
15/04/2018,23 - 00,1809,1262,3071
16/04/2018,00 - 01,1763,1202,2965
16/04/2018,01 - 02,1736,1152,2888
16/04/2018,02 - 03,1723,1124,2847
16/04/2018,03 - 04,1733,1121,2854
16/04/2018,04 - 05,1779,1147,2926
16/04/2018,05 - 06,1940,1243,3183
16/04/2018,06 - 07,2281,1440,3721
16/04/2018,07 - 08,2643,1659,4302
16/04/2018,08 - 09,2799,1776,4575
16/04/2018,09 - 10,2791,1819,4610
16/04/2018,10 - 11,2798,1824,4622
16/04/2018,11 - 12,2783,1809,4592
16/04/2018,12 - 13,2699,1801,4500
16/04/2018,13 - 14,2735,1774,4509
16/04/2018,14 - 15,2666,1722,4388
16/04/2018,15 - 16,2570,1701,4271
16/04/2018,16 - 17,2532,1701,4233
16/04/2018,17 - 18,2710,1794,4504
16/04/2018,18 - 19,2622,1765,4387
16/04/2018,19 - 20,2494,1665,4159
16/04/2018,20 - 21,2414,1622,4036
16/04/2018,21 - 22,2321,1557,3878
16/04/2018,22 - 23,2131,1411,3542
16/04/2018,23 - 00,1944,1265,3209
17/04/2018,00 - 01,1828,1163,2991
17/04/2018,01 - 02,1755,1119,2874
17/04/2018,02 - 03,1757,1094,2851
17/04/2018,03 - 04,1785,1097,2882
17/04/2018,04 - 05,1850,1122,2972
17/04/2018,05 - 06,2001,1216,3217
17/04/2018,06 - 07,2316,1424,3740
17/04/2018,07 - 08,2671,1672,4343
17/04/2018,08 - 09,2795,1787,4582
17/04/2018,09 - 10,2735,1817,4552
17/04/2018,10 - 11,2740,1850,4590
17/04/2018,11 - 12,2704,1831,4535
17/04/2018,12 - 13,2642,1795,4437
17/04/2018,13 - 14,2661,1767,4428
17/04/2018,14 - 15,2610,1715,4325
17/04/2018,15 - 16,2531,1667,4198
17/04/2018,16 - 17,2501,1656,4157
17/04/2018,17 - 18,2641,1748,4389
17/04/2018,18 - 19,2564,1785,4349
17/04/2018,19 - 20,2437,1645,4082
17/04/2018,20 - 21,2386,1586,3972
17/04/2018,21 - 22,2308,1532,3840
17/04/2018,22 - 23,2099,1371,3470
17/04/2018,23 - 00,1927,1224,3151
18/04/2018,00 - 01,1803,1134,2937
18/04/2018,01 - 02,1758,1079,2837
18/04/2018,02 - 03,1722,1045,2767
18/04/2018,03 - 04,1736,1049,2785
18/04/2018,04 - 05,1806,1074,2880
18/04/2018,05 - 06,1949,1167,3116
18/04/2018,06 - 07,2264,1394,3658
18/04/2018,07 - 08,2541,1607,4148
18/04/2018,08 - 09,2685,1706,4391
18/04/2018,09 - 10,2674,1725,4399
18/04/2018,10 - 11,2731,1751,4482
18/04/2018,11 - 12,2718,1722,4440
18/04/2018,12 - 13,2640,1699,4339
18/04/2018,13 - 14,2633,1672,4305
18/04/2018,14 - 15,2572,1627,4199
18/04/2018,15 - 16,2450,1587,4037
18/04/2018,16 - 17,2408,1581,3989
18/04/2018,17 - 18,2543,1644,4187
18/04/2018,18 - 19,2492,1628,4120
18/04/2018,19 - 20,2386,1546,3932
18/04/2018,20 - 21,2295,1503,3798
18/04/2018,21 - 22,2280,1483,3763
18/04/2018,22 - 23,2118,1352,3470
18/04/2018,23 - 00,1917,1198,3115
19/04/2018,00 - 01,1798,1122,2920
19/04/2018,01 - 02,1767,1070,2837
19/04/2018,02 - 03,1755,1049,2804
19/04/2018,03 - 04,1757,1050,2807
19/04/2018,04 - 05,1826,1078,2904
19/04/2018,05 - 06,1968,1166,3134
19/04/2018,06 - 07,2260,1359,3619
19/04/2018,07 - 08,2578,1578,4156
19/04/2018,08 - 09,2686,1695,4381
19/04/2018,09 - 10,2698,1742,4440
19/04/2018,10 - 11,2740,1746,4486
19/04/2018,11 - 12,2709,1713,4422
19/04/2018,12 - 13,2622,1701,4323
19/04/2018,13 - 14,2645,1696,4341
19/04/2018,14 - 15,2597,1663,4260
19/04/2018,15 - 16,2466,1635,4101
19/04/2018,16 - 17,2418,1612,4030
19/04/2018,17 - 18,2488,1662,4150
19/04/2018,18 - 19,2436,1653,4089
19/04/2018,19 - 20,2355,1608,3963
19/04/2018,20 - 21,2279,1553,3832
19/04/2018,21 - 22,2227,1508,3735
19/04/2018,22 - 23,2047,1345,3392
19/04/2018,23 - 00,1870,1228,3098
20/04/2018,00 - 01,1750,1130,2880
20/04/2018,01 - 02,1691,1066,2757
20/04/2018,02 - 03,1677,1043,2720
20/04/2018,03 - 04,1683,1039,2722
20/04/2018,04 - 05,1715,1069,2784
20/04/2018,05 - 06,1851,1137,2988
