,Hours,NO net exchange,SE net exchange,FI net exchange,DK,EE net exchange,LV net exchange,LT net exchange
12/10/2018,10 - 11,-4377,-1340,2680,1487,-45,162,948
12/10/2018,11 - 12,-4400,-1100,2658,1310,-54,321,962
12/10/2018,12 - 13,-4277,-1071,2673,1185,-32,343,1040
12/10/2018,13 - 14,-4187,-1150,2573,1240,-50,337,1088
12/10/2018,14 - 15,-4035,-1408,2681,1097,-65,315,1064
12/10/2018,15 - 16,-4005,-1448,2767,1007,-118,293,1081
12/10/2018,16 - 17,-3869,-1793,2690,1260,-179,266,1239
12/10/2018,17 - 18,-4104,-2123,2575,1128,-179,274,815
12/10/2018,18 - 19,-4108,-2811,2481,1177,-163,110,853
12/10/2018,19 - 20,-3901,-2699,2486,845,-189,-384,1043
12/10/2018,20 - 21,-3232,-2570,2311,500,-136,134,974
12/10/2018,21 - 22,-3021,-2258,2414,253,-109,160,973
12/10/2018,22 - 23,-2323,-1993,2260,-174,-166,80,864
12/10/2018,23 - 00,-1580,-1878,2178,-507,-217,139,809
13/10/2018,00 - 01,-1447,-2172,2013,-176,-168,315,1214
13/10/2018,01 - 02,-1363,-2403,2024,-184,-37,388,1243
13/10/2018,02 - 03,-1090,-2663,1994,-387,594,88,1440
13/10/2018,03 - 04,-939,-2884,2085,-599,8,366,1414
13/10/2018,04 - 05,-1163,-3058,2230,-773,48,381,1266
13/10/2018,05 - 06,-1740,-3040,2525,-635,72,383,1356
13/10/2018,06 - 07,-2070,-2965,2512,-467,-4,402,1422
13/10/2018,07 - 08,-2430,-2918,2463,-236,-14,457,1123
13/10/2018,08 - 09,-2879,-2643,2385,22,10,520,1188
13/10/2018,09 - 10,-2987,-2522,2295,185,0,459,1048
13/10/2018,10 - 11,-2975,-2509,2323,213,-4,468,1062
13/10/2018,11 - 12,-2891,-2356,2307,-77,-7,477,1038
13/10/2018,12 - 13,-1838,-2599,2230,-147,40,474,1046
13/10/2018,13 - 14,-1407,-2870,2139,-194,63,524,1025
13/10/2018,14 - 15,-1486,-2865,2227,-195,39,523,1147
13/10/2018,15 - 16,-1847,-2941,2211,-180,58,527,1128
13/10/2018,16 - 17,-2184,-3008,2266,138,79,577,1137
13/10/2018,17 - 18,-2888,-2914,2500,816,67,564,981
13/10/2018,18 - 19,-3142,-2805,2758,626,59,612,878
13/10/2018,19 - 20,-2470,-3045,2694,401,12,582,782
13/10/2018,20 - 21,-1685,-3345,2307,312,23,555,1016
13/10/2018,21 - 22,-1015,-3447,2382,-53,127,526,900
13/10/2018,22 - 23,-641,-3586,2413,333,60,473,789
13/10/2018,23 - 00,-280,-3810,2178,217,17,457,1108
14/10/2018,00 - 01,-237,-3943,1794,55,6,429,1189
14/10/2018,01 - 02,-155,-4147,1628,-210,-52,359,1578
14/10/2018,02 - 03,135,-4176,1558,-193,353,220,1603
14/10/2018,03 - 04,178,-4215,1505,-79,-35,408,1652
14/10/2018,04 - 05,-261,-4115,1559,147,-21,419,1673
14/10/2018,05 - 06,-582,-4014,1757,-122,21,407,1576
14/10/2018,06 - 07,-169,-3769,1833,-187,40,457,868
14/10/2018,07 - 08,-564,-3592,1810,-134,93,494,925
14/10/2018,08 - 09,-883,-3168,1861,383,170,593,983
14/10/2018,09 - 10,-744,-2649,1924,510,207,633,1027
14/10/2018,10 - 11,-896,-2310,1880,409,212,550,1063
14/10/2018,11 - 12,-1214,-2157,1888,405,199,597,1044
14/10/2018,12 - 13,-858,-2302,1820,388,187,615,1049
14/10/2018,13 - 14,-345,-2499,1737,154,193,610,969
14/10/2018,14 - 15,-508,-2644,1646,168,190,606,962
14/10/2018,15 - 16,-642,-2797,1705,328,207,589,992
14/10/2018,16 - 17,-621,-2815,1748,349,187,618,1010
14/10/2018,17 - 18,-1710,-3188,1822,789,64,625,1052
14/10/2018,18 - 19,-1971,-3253,2008,543,131,719,1101
14/10/2018,19 - 20,-1302,-3353,1777,26,120,710,1055
14/10/2018,20 - 21,-528,-3732,1515,-112,123,650,925
14/10/2018,21 - 22,-423,-4019,1772,-15,65,536,758
14/10/2018,22 - 23,-263,-4013,1780,157,10,420,659
14/10/2018,23 - 00,148,-3792,1570,142,-31,367,609
15/10/2018,00 - 01,-28,-3635,1231,487,-46,403,800
15/10/2018,01 - 02,-616,-3697,1074,492,-62,404,1047
15/10/2018,02 - 03,-1028,-3666,1065,730,331,227,834
15/10/2018,03 - 04,-1744,-3527,1215,924,-41,400,840
15/10/2018,04 - 05,-2251,-3555,1500,1123,7,449,742
15/10/2018,05 - 06,-3295,-3403,1771,1198,-63,577,1004
15/10/2018,06 - 07,-2729,-3260,2136,1130,-71,579,1147
15/10/2018,07 - 08,-2774,-2752,1824,1460,9,268,1041
15/10/2018,08 - 09,-3093,-2826,2119,1483,83,189,893
15/10/2018,09 - 10,-3340,-2605,2261,1473,101,180,971
15/10/2018,10 - 11,-3260,-2601,2209,1689,92,506,1034
15/10/2018,11 - 12,-3373,-2367,2291,2059,19,583,1018
15/10/2018,12 - 13,-3360,-2464,2390,2004,25,441,1015
15/10/2018,13 - 14,-3423,-2632,2497,1991,1,475,1025
15/10/2018,14 - 15,-3533,-2778,2590,2028,-15,531,986
15/10/2018,15 - 16,-3576,-2762,2643,1778,-26,525,952
15/10/2018,16 - 17,-3082,-2829,2582,1348,-47,498,846
15/10/2018,17 - 18,-2946,-2755,2513,1522,-46,134,811
15/10/2018,18 - 19,-2830,-2868,2515,1410,-28,23,833
15/10/2018,19 - 20,-2846,-3104,2656,1332,-62,-107,722
15/10/2018,20 - 21,-2720,-2819,2689,1229,-79,76,810
15/10/2018,21 - 22,-3015,-2451,2841,1317,-142,397,833
15/10/2018,22 - 23,-3044,-2740,2782,1179,-228,308,739
15/10/2018,23 - 00,-3027,-2638,2551,952,-303,255,733
16/10/2018,00 - 01,-3294,-2159,2435,845,-326,266,1463
16/10/2018,01 - 02,-3309,-2006,2363,941,-351,264,1618
16/10/2018,02 - 03,-3573,-1949,2487,923,-4,123,1600
16/10/2018,03 - 04,-3508,-2087,2456,1034,-354,268,1615
16/10/2018,04 - 05,-3392,-2304,2456,979,-321,258,1689
16/10/2018,05 - 06,-3275,-2468,2752,1072,-229,326,1250
16/10/2018,06 - 07,-3068,-2431,2863,1309,-107,222,1216
16/10/2018,07 - 08,-3126,-2019,2604,1407,-24,-115,1127
16/10/2018,08 - 09,-3309,-1932,2560,1773,29,-217,1001
16/10/2018,09 - 10,-3257,-1974,2590,1903,48,-221,1025
16/10/2018,10 - 11,-3379,-2061,2653,1966,45,-214,1040
16/10/2018,11 - 12,-3559,-2070,2768,1924,29,-210,1018
16/10/2018,12 - 13,-3767,-1953,2739,1839,51,10,1227
16/10/2018,13 - 14,-3992,-1914,2747,1781,62,142,1228
16/10/2018,14 - 15,-3797,-2128,2723,1725,81,154,1397
16/10/2018,15 - 16,-3534,-2383,2739,1545,51,135,974
16/10/2018,16 - 17,-3548,-2357,2821,1552,20,-57,946
16/10/2018,17 - 18,-3346,-2442,2803,1665,67,-187,966
16/10/2018,18 - 19,-3404,-2442,2677,1457,116,-201,979
16/10/2018,19 - 20,-3168,-2602,2714,1223,96,-203,885
16/10/2018,20 - 21,-2784,-2411,2799,1234,52,-215,977
16/10/2018,21 - 22,-3055,-2431,3024,1240,-7,193,995
16/10/2018,22 - 23,-3249,-2818,2957,1240,-90,118,917
16/10/2018,23 - 00,-3209,-2522,2702,967,-161,76,887
17/10/2018,00 - 01,-3481,-2163,2703,788,-244,55,1585
17/10/2018,01 - 02,-3271,-2200,2659,870,-255,41,1731
17/10/2018,02 - 03,-2917,-2293,2567,731,71,-277,1736
17/10/2018,03 - 04,-3113,-2413,2540,743,-41,-239,1771
17/10/2018,04 - 05,-3050,-2921,2489,777,-287,82,1655
17/10/2018,05 - 06,-3059,-3296,2695,739,-169,167,1635
17/10/2018,06 - 07,-2882,-2786,2487,813,-113,102,1294
17/10/2018,07 - 08,-3147,-2375,2378,1162,-59,-195,1212
17/10/2018,08 - 09,-3642,-2148,2412,1101,-40,-198,1066
17/10/2018,09 - 10,-3706,-2180,2537,1000,-56,-206,1081
17/10/2018,10 - 11,-3798,-1898,2497,1223,-94,-202,1091
17/10/2018,11 - 12,-3933,-1881,2482,1230,-129,-174,1213
17/10/2018,12 - 13,-3838,-2217,2529,1365,-124,319,1272
17/10/2018,13 - 14,-3995,-2222,2581,1433,-152,230,1407
17/10/2018,14 - 15,-4030,-2122,2572,1654,-148,327,1421
17/10/2018,15 - 16,-3792,-2116,2411,1566,-163,185,1376
17/10/2018,16 - 17,-3554,-2248,2148,1856,-196,74,1342
17/10/2018,17 - 18,-3852,-2193,2290,2133,-181,85,1040
17/10/2018,18 - 19,-3943,-2214,2167,2125,-174,43,1043
17/10/2018,19 - 20,-3440,-2429,2167,1928,-217,48,971
17/10/2018,20 - 21,-2883,-2514,2360,1812,-250,113,1112
17/10/2018,21 - 22,-3086,-2535,2796,1768,-299,207,1099
17/10/2018,22 - 23,-3240,-2863,2889,1852,-403,156,952
17/10/2018,23 - 00,-3286,-2635,2454,1717,-431,104,1260
18/10/2018,00 - 01,-3380,-2513,2191,1429,-254,84,1740
18/10/2018,01 - 02,-3339,-2540,2114,1279,-219,40,1735
18/10/2018,02 - 03,-3203,-2327,2144,904,130,-505,1749
18/10/2018,03 - 04,-3491,-2160,2160,855,209,-554,1781
18/10/2018,04 - 05,-3717,-2452,2286,845,-368,102,1845
18/10/2018,05 - 06,-3735,-3023,2689,865,-294,216,1964
18/10/2018,06 - 07,-3460,-2937,2665,999,-221,329,1363
18/10/2018,07 - 08,-3162,-2681,2282,1172,-179,28,1051
18/10/2018,08 - 09,-3435,-2771,2242,1091,-154,-34,1043
18/10/2018,09 - 10,-3485,-2698,2292,997,-150,11,1005
18/10/2018,10 - 11,-3673,-2647,2469,621,-160,77,1036
18/10/2018,11 - 12,-3512,-2554,2320,276,-188,396,1015
18/10/2018,12 - 13,-3551,-2844,2319,577,-157,436,1249
18/10/2018,13 - 14,-3736,-2963,2367,822,-156,436,1422
18/10/2018,14 - 15,-3250,-2954,2211,360,-145,426,1353
18/10/2018,15 - 16,-2789,-3276,2104,325,-137,409,1304
18/10/2018,16 - 17,-3122,-2973,2087,454,-126,388,1249
18/10/2018,17 - 18,-3651,-2573,2109,1054,-87,203,1003
18/10/2018,18 - 19,-3804,-2516,2076,1269,-92,80,1069
18/10/2018,19 - 20,-3696,-2429,2203,1199,-145,43,1028
18/10/2018,20 - 21,-3187,-2157,2002,1204,-184,58,953
18/10/2018,21 - 22,-3131,-2276,2264,1411,-208,276,1143
18/10/2018,22 - 23,-3278,-2389,2189,1376,-275,205,983
18/10/2018,23 - 00,-3079,-2304,1750,1172,-340,118,1203
19/10/2018,00 - 01,-3042,-2048,1401,1424,-360,259,1803
19/10/2018,01 - 02,-2998,-1969,1312,1290,-387,273,1778
19/10/2018,02 - 03,-2995,-1669,1160,1273,482,-463,1776
19/10/2018,03 - 04,-3020,-1708,1197,1238,327,-423,1776
19/10/2018,04 - 05,-3072,-1749,1405,1298,-301,262,1406
19/10/2018,05 - 06,-3580,-1871,1989,1424,-212,379,1404
19/10/2018,06 - 07,-3793,-1840,2223,1706,-121,212,1379
19/10/2018,07 - 08,-3549,-1861,2110,2063,-65,27,1064
19/10/2018,08 - 09,-3633,-1969,2253,2034,-35,37,1106
19/10/2018,09 - 10,-3613,-1931,2268,2044,-50,36,1097
19/10/2018,10 - 11,-3757,-1926,2357,1859,-71,39,1098
19/10/2018,11 - 12,-3670,-2138,2374,1721,-59,34,1076
19/10/2018,12 - 13,-3337,-2358,2279,1565,-52,140,1082
19/10/2018,13 - 14,-3421,-2429,2362,1656,-134,391,1328
19/10/2018,14 - 15,-3509,-2640,2528,1686,-145,339,1452
19/10/2018,15 - 16,-3511,-2787,2482,1530,-129,353,1416
19/10/2018,16 - 17,-3323,-2886,2324,1666,-151,128,1352
19/10/2018,17 - 18,-3626,-2750,2407,1604,-100,87,986
19/10/2018,18 - 19,-3732,-2342,2397,1820,-85,53,1041
19/10/2018,19 - 20,-3535,-2510,2393,1532,-146,33,997
19/10/2018,20 - 21,-3394,-2370,2689,1248,-168,51,935
19/10/2018,21 - 22,-3558,-2596,3040,1171,-233,413,1188
19/10/2018,22 - 23,-3524,-2919,2882,968,-295,357,1083
19/10/2018,23 - 00,-3287,-2788,2540,579,-355,280,1011
20/10/2018,00 - 01,-3770,-2329,2338,720,-356,369,1519
20/10/2018,01 - 02,-3689,-2371,2388,436,-343,367,1627
20/10/2018,02 - 03,-3724,-2262,2383,391,237,-241,1617
20/10/2018,03 - 04,-3800,-2310,2428,501,233,-218,1612
20/10/2018,04 - 05,-3860,-2386,2365,462,-303,414,1648
20/10/2018,05 - 06,-3921,-2547,2533,403,-219,421,1623
20/10/2018,06 - 07,-3539,-2766,2512,397,-161,387,1361
20/10/2018,07 - 08,-2954,-2695,2225,451,-160,513,1132
20/10/2018,08 - 09,-3073,-2631,2511,434,-132,580,1167
20/10/2018,09 - 10,-3098,-2560,2554,385,-83,520,912
20/10/2018,10 - 11,-2992,-2425,2572,309,-94,581,884
20/10/2018,11 - 12,-2946,-2384,2573,356,-100,561,1138
20/10/2018,12 - 13,-2906,-2452,2515,492,-102,542,1301
20/10/2018,13 - 14,-2839,-2505,2601,289,-116,529,1276
20/10/2018,14 - 15,-2709,-2616,2655,346,-118,511,1249
20/10/2018,15 - 16,-2926,-2682,2804,435,-112,516,1231
20/10/2018,16 - 17,-3107,-2797,2733,828,-93,516,1213
20/10/2018,17 - 18,-3796,-2902,2997,1078,-25,550,1237
20/10/2018,18 - 19,-3373,-2979,2936,1154,-9,578,838
20/10/2018,19 - 20,-3459,-2600,2563,1010,-51,561,901
20/10/2018,20 - 21,-3620,-2235,2253,1017,-104,549,968
20/10/2018,21 - 22,-3667,-2361,2206,1241,-165,491,1050
20/10/2018,22 - 23,-3591,-2685,2204,1255,-237,443,984
20/10/2018,23 - 00,-2807,-2458,2074,1177,-324,434,954
21/10/2018,00 - 01,-3516,-2484,1833,1104,-247,322,1308
21/10/2018,01 - 02,-3031,-2696,1556,986,-251,401,1334
21/10/2018,02 - 03,-2428,-2890,1526,969,142,-108,1316
21/10/2018,03 - 04,-1848,-3117,1334,1029,242,-113,1317
21/10/2018,04 - 05,-2001,-3294,1260,905,-213,397,1344
21/10/2018,05 - 06,-2181,-3347,1191,781,-161,441,1373
21/10/2018,06 - 07,-1964,-3328,1089,780,-126,484,1048
21/10/2018,07 - 08,-1621,-3094,1052,806,-89,491,1106
21/10/2018,08 - 09,-1889,-2968,1173,738,-16,514,1202
21/10/2018,09 - 10,-1906,-2920,1205,830,28,540,1229
21/10/2018,10 - 11,-1907,-2887,1174,859,3,534,1219
21/10/2018,11 - 12,-2074,-2663,1186,737,-12,527,1196
21/10/2018,12 - 13,-2031,-2610,1299,498,-33,513,1197
21/10/2018,13 - 14,-1339,-2367,1194,187,-33,515,1257
21/10/2018,14 - 15,-1478,-2286,1176,38,-43,577,1226
21/10/2018,15 - 16,-1731,-2405,1298,-113,-49,580,1157
21/10/2018,16 - 17,-2161,-2531,1445,-247,-31,555,1184
21/10/2018,17 - 18,-2934,-2808,2006,134,19,568,1254
21/10/2018,18 - 19,-2971,-2694,2013,237,-43,598,1166
21/10/2018,19 - 20,-2322,-2768,1736,-24,-103,571,1143
21/10/2018,20 - 21,-1878,-2846,1586,-308,-110,506,1129
21/10/2018,21 - 22,-1451,-3181,2035,-125,-171,487,966
21/10/2018,22 - 23,-937,-3263,2160,-325,-207,424,878
21/10/2018,23 - 00,-208,-3496,2002,-777,-221,361,791
22/10/2018,00 - 01,585,-3700,1781,-485,-173,336,1341
22/10/2018,01 - 02,523,-3664,1840,-285,-195,321,1309
22/10/2018,02 - 03,1080,-3737,1776,-557,109,2,1286
22/10/2018,03 - 04,1039,-3696,1727,-831,174,-46,1326
22/10/2018,04 - 05,474,-3709,1984,-769,-175,341,1400
22/10/2018,05 - 06,-1079,-3625,2416,-512,-235,464,1385
22/10/2018,06 - 07,-2359,-3999,2340,-73,-162,512,1182
22/10/2018,07 - 08,-2737,-3943,1893,453,-37,520,1111
22/10/2018,08 - 09,-2773,-3874,1928,466,61,436,1073
22/10/2018,09 - 10,-2353,-4199,1999,349,44,489,1066
22/10/2018,10 - 11,-2323,-4087,2136,121,69,602,1066
22/10/2018,11 - 12,-1763,-3947,2082,-570,60,572,1083
22/10/2018,12 - 13,-1129,-3903,1853,-507,106,570,1124
22/10/2018,13 - 14,-1148,-3846,1836,-511,96,594,1108
22/10/2018,14 - 15,-1131,-3830,1937,-540,37,485,1254
22/10/2018,15 - 16,-1214,-3851,2141,-590,-5,449,1263
22/10/2018,16 - 17,-1480,-3967,2034,-190,4,516,1194
22/10/2018,17 - 18,-2474,-3679,2029,547,48,509,1072
22/10/2018,18 - 19,-3057,-3346,1931,826,7,434,1105
22/10/2018,19 - 20,-2606,-3413,1913,406,-26,499,1055
22/10/2018,20 - 21,-1507,-3600,1923,-24,-51,459,1183
22/10/2018,21 - 22,-733,-3343,2144,-536,-109,427,1067
22/10/2018,22 - 23,189,-3062,2197,-1054,-201,366,881
22/10/2018,23 - 00,999,-3172,1973,-1494,-138,278,1086
23/10/2018,00 - 01,1684,-2987,1830,-1728,-42,390,1140
23/10/2018,01 - 02,1909,-2815,1886,-1566,-52,390,1314
23/10/2018,02 - 03,1839,-2736,2119,-1678,274,-4,1300
23/10/2018,03 - 04,1789,-2708,2388,-1818,295,49,1305
23/10/2018,04 - 05,1410,-2509,2732,-1871,-5,389,1319
23/10/2018,05 - 06,697,-2348,3184,-1476,-36,464,1030
23/10/2018,06 - 07,-910,-2397,2936,-760,41,563,1163
23/10/2018,07 - 08,-2055,-1967,2370,-296,55,673,1010
23/10/2018,08 - 09,-1949,-1719,2319,-297,84,727,1019
23/10/2018,09 - 10,-1778,-1689,2281,-712,86,688,962
23/10/2018,10 - 11,-1659,-1479,2399,-1333,67,683,944
23/10/2018,11 - 12,-1457,-1607,2461,-1475,58,698,937
23/10/2018,12 - 13,-1026,-1848,2347,-1006,64,698,969
23/10/2018,13 - 14,-784,-2023,2430,-1362,69,674,966
23/10/2018,14 - 15,-718,-2021,2387,-1695,80,640,987
23/10/2018,15 - 16,-425,-1815,2342,-1177,71,671,1012
23/10/2018,16 - 17,-124,-1988,2475,-955,101,668,1001
23/10/2018,17 - 18,-286,-1939,2698,-1065,123,611,1018
23/10/2018,18 - 19,-454,-2266,2741,-1124,110,653,996
23/10/2018,19 - 20,-92,-2308,2689,-1383,85,639,948
23/10/2018,20 - 21,685,-2333,2757,-1487,36,603,1045
23/10/2018,21 - 22,1154,-2367,3186,-1616,-19,552,903
23/10/2018,22 - 23,1413,-2357,3175,-1457,-43,467,715
23/10/2018,23 - 00,1895,-2382,2927,-833,14,401,855
24/10/2018,00 - 01,2396,-2545,2732,-1016,-51,342,732
24/10/2018,01 - 02,2516,-2433,2582,-1140,-167,334,561
24/10/2018,02 - 03,2619,-2424,2501,-1085,-90,134,516
24/10/2018,03 - 04,2551,-2428,2569,-1092,70,154,490
24/10/2018,04 - 05,2504,-2576,2802,-1344,-246,406,550
24/10/2018,05 - 06,1450,-2668,3160,-663,-188,520,704
24/10/2018,06 - 07,-468,-2740,3218,172,-93,572,925
24/10/2018,07 - 08,-2331,-2566,2795,881,-119,651,894
24/10/2018,08 - 09,-2624,-2714,2439,790,-79,719,926
24/10/2018,09 - 10,-3241,-2672,2532,883,-82,678,923
24/10/2018,10 - 11,-3244,-2946,2681,829,-98,722,919
24/10/2018,11 - 12,-3069,-2990,2583,750,-125,721,907
24/10/2018,12 - 13,-2943,-3100,2538,704,-116,730,929
24/10/2018,13 - 14,-2318,-3352,2556,876,-130,670,931
24/10/2018,14 - 15,-2560,-3237,2551,846,-125,619,932
24/10/2018,15 - 16,-2740,-2845,2584,671,-147,588,911
24/10/2018,16 - 17,-2814,-2864,2583,927,-121,558,870
24/10/2018,17 - 18,-3479,-2291,2659,1346,-66,595,927
24/10/2018,18 - 19,-3729,-2018,2752,1904,-63,432,936
24/10/2018,19 - 20,-3492,-2141,2672,1394,-98,516,918
24/10/2018,20 - 21,-3086,-2302,2805,535,-102,559,845
24/10/2018,21 - 22,-2659,-2487,3123,-276,-210,492,800
24/10/2018,22 - 23,-1448,-2807,2977,-768,-278,505,797
24/10/2018,23 - 00,-487,-2024,2689,-1293,-299,448,800
25/10/2018,00 - 01,613,-1422,2519,-1507,-243,426,1317
25/10/2018,01 - 02,1632,-1168,2456,-2001,-254,402,1477
25/10/2018,02 - 03,1658,-1252,2381,-2041,47,-52,1493
25/10/2018,03 - 04,1625,-1479,2453,-1559,222,-63,1505
25/10/2018,04 - 05,1276,-1614,2657,-1635,-223,441,1601
25/10/2018,05 - 06,362,-1517,3141,-1542,-176,502,1593
25/10/2018,06 - 07,-1486,-2129,3222,-978,-39,619,1311
25/10/2018,07 - 08,-2710,-1880,2645,-287,42,717,1286
25/10/2018,08 - 09,-2552,-2031,2416,-252,71,772,1330
25/10/2018,09 - 10,-2208,-2265,2430,-436,87,776,1316
25/10/2018,10 - 11,-2341,-2247,2700,-372,55,725,1289
25/10/2018,11 - 12,-2326,-2300,2574,-246,42,725,1261
25/10/2018,12 - 13,-1597,-1863,2584,-991,66,731,1326
25/10/2018,13 - 14,-1587,-1845,2483,-1133,77,714,1347
25/10/2018,14 - 15,-1652,-2164,2487,-1089,41,739,1332
25/10/2018,15 - 16,-2172,-1853,2389,-781,19,673,1286
25/10/2018,16 - 17,-2849,-1534,2461,-644,26,670,1238
25/10/2018,17 - 18,-3768,-1152,2556,150,63,634,1270
25/10/2018,18 - 19,-4182,-1005,2654,682,45,667,1261
25/10/2018,19 - 20,-3866,-1267,2524,-11,6,701,1216
25/10/2018,20 - 21,-3673,-1301,2701,3,-45,643,1130
25/10/2018,21 - 22,-3447,-1613,2925,-206,-132,537,1165
25/10/2018,22 - 23,-2535,-1689,2832,-356,-224,470,1060
25/10/2018,23 - 00,-1989,-1008,2475,-68,-289,389,1023
26/10/2018,00 - 01,-2620,-803,2416,58,-332,368,1515
26/10/2018,01 - 02,-2463,-616,2296,-301,-301,360,1537
26/10/2018,02 - 03,-2708,-528,2249,-75,-7,-101,1515
26/10/2018,03 - 04,-2741,-715,2303,269,187,-173,1516
26/10/2018,04 - 05,-3130,-780,2510,538,-322,373,1587
26/10/2018,05 - 06,-4606,-1299,2724,892,-194,476,1658
26/10/2018,06 - 07,-4989,-1213,2585,1196,-77,555,1343
26/10/2018,07 - 08,-4892,-946,2326,1337,103,-81,1252
26/10/2018,08 - 09,-4669,-1014,2050,1197,89,-111,1283
26/10/2018,09 - 10,-4515,-1208,2247,743,48,-59,1281
26/10/2018,10 - 11,-4322,-1169,2409,1010,44,-171,1274
26/10/2018,11 - 12,-4387,-1318,2169,950,10,234,1237
26/10/2018,12 - 13,-4448,-1454,2307,771,-5,556,1291
26/10/2018,13 - 14,-4572,-1497,2374,915,-4,549,1275
26/10/2018,14 - 15,-4376,-1721,2277,716,10,525,1414
26/10/2018,15 - 16,-4300,-1899,2312,646,-26,488,1388
26/10/2018,16 - 17,-4387,-2055,2342,938,-15,480,1313
26/10/2018,17 - 18,-4502,-1977,2676,992,38,441,1262
26/10/2018,18 - 19,-4394,-2047,2762,1133,12,-27,1244
26/10/2018,19 - 20,-4139,-2072,2649,778,-26,196,1164
26/10/2018,20 - 21,-3532,-2426,2489,746,-46,446,1195
26/10/2018,21 - 22,-2913,-2629,2700,337,-129,374,1127
26/10/2018,22 - 23,-585,-2247,2851,-174,-216,310,977
26/10/2018,23 - 00,1427,-1526,2629,-619,-267,290,845
27/10/2018,00 - 01,1095,-1471,2404,-993,42,339,1284
27/10/2018,01 - 02,1938,-1515,2285,-1506,45,371,1314
27/10/2018,02 - 03,2355,-1530,2128,-1579,90,54,1284
27/10/2018,03 - 04,2684,-1673,2121,-2002,318,36,1276
27/10/2018,04 - 05,2448,-1810,2209,-2041,-32,391,1306
27/10/2018,05 - 06,2156,-1875,2599,-1613,-27,443,1197
27/10/2018,06 - 07,2255,-2228,2637,-1374,39,457,1260
27/10/2018,07 - 08,773,-2661,2496,-523,75,484,886
27/10/2018,08 - 09,-1058,-2746,2526,-315,108,556,921
27/10/2018,09 - 10,-1445,-2701,2426,-685,122,593,928
27/10/2018,10 - 11,-1657,-2935,2419,-881,121,594,944
27/10/2018,11 - 12,-1779,-3019,2337,-840,109,585,896
27/10/2018,12 - 13,-1677,-3230,2353,-886,98,577,900
27/10/2018,13 - 14,-1803,-3294,2292,-817,76,559,895
27/10/2018,14 - 15,-1867,-3387,2318,-610,89,529,801
27/10/2018,15 - 16,-1988,-3868,2474,-345,76,497,836
27/10/2018,16 - 17,-2867,-3778,2726,170,123,511,752
27/10/2018,17 - 18,-3870,-3514,2999,845,156,564,829
27/10/2018,18 - 19,-4201,-3253,2996,1160,135,153,718
27/10/2018,19 - 20,-3469,-3346,2625,922,70,338,670
27/10/2018,20 - 21,-2739,-3382,2199,762,29,516,810
27/10/2018,21 - 22,-2626,-3604,2368,819,-36,451,698
27/10/2018,22 - 23,-2486,-3004,2295,797,-81,377,608
27/10/2018,23 - 00,-914,-2434,2047,735,-104,322,611
28/10/2018,00 - 01,445,-1640,1800,780,-144,294,789
28/10/2018,01 - 02,1464,-1230,1707,728,-220,280,781
28/10/2018,02 - 03,2222,-1433,1642,1122,-12,-90,801
28/10/2018,02 - 03,2118,-1011,1549,917,229,-90,1090
28/10/2018,03 - 04,2482,-1028,1600,689,-194,357,1403
28/10/2018,04 - 05,2346,-969,1873,512,-162,383,1181
28/10/2018,05 - 06,1786,-1072,2114,503,-124,417,1096
28/10/2018,06 - 07,1456,-1178,1987,524,-73,409,954
28/10/2018,07 - 08,562,-1274,1920,540,-6,467,1071
28/10/2018,08 - 09,-859,-1053,2081,606,73,522,1053
28/10/2018,09 - 10,-2682,-892,2255,546,101,536,1175
28/10/2018,10 - 11,-2926,-926,2318,462,122,518,1138
28/10/2018,11 - 12,-2077,-972,2278,25,132,514,1218
28/10/2018,12 - 13,-1563,-896,2154,179,125,508,1201
28/10/2018,13 - 14,-1032,-243,2332,22,129,500,1186
28/10/2018,14 - 15,-142,-464,2354,36,140,498,1184
28/10/2018,15 - 16,-752,-593,2710,188,181,523,1221
28/10/2018,16 - 17,-1906,-821,3148,257,265,623,1202
28/10/2018,17 - 18,-3611,-795,3014,650,273,595,1287
28/10/2018,18 - 19,-3400,-1057,2972,140,234,583,1235
28/10/2018,19 - 20,-2252,-820,2921,-350,193,583,1177
28/10/2018,20 - 21,-274,-1174,2713,-431,154,519,1048
28/10/2018,21 - 22,777,-1026,3054,-793,90,434,938
28/10/2018,22 - 23,1656,-1033,3133,-954,51,386,813
28/10/2018,23 - 00,1819,-519,2871,-947,12,391,753
29/10/2018,00 - 01,1806,41,2780,-958,-17,367,1197
29/10/2018,01 - 02,2010,111,2653,-1293,-57,354,1291
29/10/2018,02 - 03,2207,96,2587,-1350,-250,105,1252
29/10/2018,03 - 04,2070,1,2578,-1340,196,79,1269
29/10/2018,04 - 05,1467,-34,2670,-1148,-54,408,1116
29/10/2018,05 - 06,25,-731,3023,-1195,42,481,935
29/10/2018,06 - 07,-2280,-1661,2837,-756,43,587,1056
29/10/2018,07 - 08,-2410,-1846,2698,-819,135,636,1053
29/10/2018,08 - 09,-2917,-2001,2636,-422,164,599,1090
29/10/2018,09 - 10,-3021,-2079,2571,-480,156,592,1056
29/10/2018,10 - 11,-2906,-1958,2454,-325,118,582,1044
29/10/2018,11 - 12,-2780,-1794,2521,-1151,20,543,1149
29/10/2018,12 - 13,-2527,-2000,2586,-1336,45,549,1041
29/10/2018,13 - 14,-2337,-1943,2595,-1194,-36,548,1028
